model,price,Kilometer,Årgang,Hestekræfter,Km/l,Tophastighed,Brændstoftype,Max. påhæng,Vægt,Gearkasse,Antal døre
"Citroën C4 Cactus 1,2 PT 82 Iconic",124800,42000,2018,82,21,169,Benzin,780,1.134,Manue,5
"Citroën C4 Cactus 1,6 BlueHDi 100 SkyLine",139700,11000,2018,100,28,184,Diese,950,1.218,Manue,5
"Citroën Grand C4 Picasso 2,0 HDi 150 Seduction",73700,165000,2011,150,18,195,Diese,1.400,1.670,Manue,5
Citroën C1 Exclusive,43900,102000,2014,68,26,157,Benzin,,805,Manue,5
"Citroën Grand C4 Picasso 1,6 e-HDi 115 Seduction ETG6",109900,207000,2015,115,25,189,Diese,,1.295,Automatis,5
"Citroën DS3 1,6 e-HDi 90 Style",57700,139000,2012,92,28,182,Diese,500,1.085,Manue,3
"Citroën C4 1,6 16V 110 Prestige",34900,182000,2008,110,14,194,Benzin,1.200,1.225,Manue,5
"Citroën C4 1,6 BlueHDi 100 Challenge",139800,44000,2018,100,30,180,Diese,1.550,1.440,Manue,5
Citroën C3 Aircross PureTech Cool 110HK 5d 6,179900,7500,2020,110,,,Benzin,,,,
"Citroën C1 1,0 VTi 68 Iconic",74800,23000,2018,68,26,157,Benzin,,860,Manue,5
"Citroën C1 1,0 e-VTi 68 Scoop",55900,78000,2015,68,26,157,Benzin,,860,Manue,5
"Citroën C3 1,4 HDi Furio",7000,285000,2008,70,23,165,Diese,900,1.050,Manue,5
"Citroën C4 Cactus 1,2 PT 82 Fee",79900,130000,2014,82,22,167,Benzin,720,965,Manue,5
"Citroën C4 1,6 e-HDi 115 Seduction",99800,107000,2014,115,26,190,Diese,1.300,1.440,Manue,5
"Citroën C4 1,6 HDi 90 Seduction",69800,193000,2014,90,24,180,Diese,1.100,1.388,Manue,5
"Citroën C4 1,6 HDi 110 Prestige",38900,120000,2008,110,21,192,Diese,1.300,1.275,Manue,5
"Citroën C5 1,6 HDi 110 Dynamique",35000,199000,2008,110,18,191,Diese,1.150,1.478,Manue,4
"Citroën C3 Picasso 1,6 HDi 90 Seduction",35800,176000,2011,90,22,174,Diese,1.200,1.401,Manue,5
"Citroën Jumper 33 L2H2 2,2 Blue HDi Flexline start/stop 140HK Van 6",194545,3000,2020,140,,,Diese,,,,
"Citroën C1 1,0 VTi 72 Le Mans",114990,0,2021,72,25,160,Benzin,,815,Manue,5
"Citroën C3 1,6 Dynamique",32500,190000,2010,92,,,Diese,,,Manue,
"Citroën Grand C4 Picasso 1,6 HDi 110 SX",34700,209000,2010,110,18,180,Diese,880,1.505,Manue,5
"Citroën Grand C4 Picasso 1,6 BlueHDi 120 Seduction",178500,117000,2018,120,25,189,Diese,1.500,1.625,Manue,5
"Citroën Grand C4 Picasso 2,0 HDi 163 Exclusive au",64800,273000,2011,163,15,190,Diese,1.200,1.803,Automatis,5
"Citroën C3 1,6 1.6 BlueHDi 75 Feel+ SD",95500,49900,2017,74,,,Diese,,,Manue,
"Citroën C1 1,2 Sport 5d",54999,95000,2017,82,,,Benzin,,,Manue,
"Citroën Jumper 33 L3H2 2,2 Blue HDi Proffline+ start/stop 140HK Van 6",194545,4000,2020,140,,,Diese,,,,
"Citroën C3 1,4 HDi Seduction",39500,232000,2012,70,26,163,Diese,700,1.190,Manue,5
"Citroën C1 1,2 PT 82 Spo",49800,119000,2016,82,23,170,Benzin,,865,Manue,5
"Citroën C5 2,0 HDi 163 Exclusive Toure",55000,239000,2012,163,20,210,Diese,1.400,1.767,Manue,5
"Citroën C1 1,0 Cli",25000,248000,2011,68,,,Benzin,,,,
"Citroën C4 1,6 e-HDi 115 Seduction E6G",99980,89000,2014,115,26,190,Diese,400,1.440,Automatis,5
"Citroën C5 Aircross 1,5 BlueHDi 130 Cool EAT8",289900,18000,2020,130,27,188,Diese,1.450,1.405,Automatis,5
Citroën C1 Cli,29800,140000,2010,68,22,157,Benzin,,775,Manue,5
"Citroën C1 1,2",65000,27000,2017,81,,,Benzin,,,,
"Citroën C3 Picasso 1,4",55000,101000,2009,94,,,Benzin,,,Manue,
"Citroën Grand C4 Picasso 1,6",54900,191000,2010,108,,,Diese,,,Automatis,
"Citroën DS4 1,6 HDi 112 Style",89900,119000,2012,112,21,190,Diese,1.300,1.428,Manue,5
"Citroën C1 1,2 Spo",64900,43127,2016,81,,,Benzin,,,,
"Citroën C4 Picasso 1,6 BlueHDi 120 Intensive EAT6",169900,92000,2016,120,26,188,Diese,,1.555,Automatis,5
"Citroën C5 Aircross 1,6 B/EL Feel EAT8  5d 8g Au",329900,2000,2020,225,39,225,other,,2.300,Automatis,4
"Citroën C3 1,5 Blue HDi Shine 100HK 5d",185100,7532,2020,100,34,,Diese,,,,
"Citroën C3 1,2 PureTech Shine Sport 83HK 5d",169100,7000,2019,83,24,,Benzin,,,,
"Citroën C3 1,2 PureTech Shine 83HK 5d",155100,3038,2020,83,24,,Benzin,,,,
"Citroën C3 1,5 Blue HDi Shine Sport  5d",179990,2000,2020,100,34,188,Diese,,1.645,Manue,4
"Citroën C3 1,6 Blue HDi Feel+ start/stop  5d",94800,39000,2017,75,31,171,Diese,,1.620,Manue,4
"Citroën C4 1,6 HDI Comfort  5d",69900,174000,2013,90,24,180,Diese,,1.790,Manue,4
"Citroën C3 1,6 16V Elegance",29900,168000,2006,109,15,192,Benzin,900,1.050,Manue,5
"Citroën C3 1,4 e-HDi Seduction E5G 70HK 5d Au",64980,135000,2013,70,,165,Diese,950,,Automatis,5
"Citroën C3 1,0 Attraction 1,0. 68 HK",58500,74000,2014,68,23,,Benzin,,,,5
"Citroën C3 1,4 HDI Attraction 70HK 5d",46450,228000,2012,70,26,163,Diese,950,,,5
"Citroën Grand C4 Picasso 1,2 PureTech Seduction start/stop 130HK 6",216500,45000,2017,130,20,201,Benzin,1.350,,,5
"Citroën C3 1,5 BlueHDi 100 Shine",162900,7000,2020,100,34,188,Diese,600,1.065,Manue,5
"Citroën C3 1,2 PT 83 Shine Spo",164990,8000,2020,83,26,166,Benzin,450,955,Manue,5
Citroën Grand C4 SpaceTourer Blue HDi Cool EAT8 start/stop 130HK Van 8g Au,179545,7500,2019,130,,,Diese,,,,
"Citroën C1 1,0 VTi VTR 72HK 5d",89900,11900,2019,72,,,Benzin,,,,
"Citroën C3 Picasso 1,6 Citroën C3 Picasso 1,6 HDi 110 Comfort 5d",32900,229000,2010,108,,,Diese,,,Manue,
Citroën Grand C4 SpaceTourer Blue HDi Iconic start/stop 130HK Van 6,149545,1539,2018,130,,,Diese,,,,
"Citroën C4 Cactus 1,6 Blue HDi Cool Comfort start/stop 100HK 5d",114900,67000,2016,100,,,Diese,825,,,5
"Citroën Grand C4 Picasso 1,6 Blue HDi Intensive start/stop 120HK 6",199900,88000,2017,120,,,Diese,1.500,,,5
"Citroën C4 1,6 HDi 110 Advance",31800,163000,2008,110,,192,Diese,1.300,,,5
"Citroën C4 1,6 HDi 90 Image",19999,288000,2008,90,22,180,Diese,1.636,1.232,Manue,5
"Citroën C4 1,6 16V VTR Coupé",32900,135000,2005,109,14,194,Benzin,1.200,1.200,Manue,3
"Citroën Berlingo 1,6 HDi 110 Multispace 7prs",83000,158000,2011,110,18,173,Diese,875,1.404,Manue,5
"Citroën C4 1,6",85000,123800,2014,92,,,Diese,,,Manue,
"Citroën C4 1,6 BlueHDi 120 Fee",99800,102000,2016,120,28,197,Diese,1.550,1.455,Manue,5
"Citroën C1 1,0 e-VTi 68 Shine Airscape",49700,163000,2015,68,26,157,Benzin,,876,Manue,5
"Citroën DS3 1,2 VTi 82 Style Cabrio",86989,76000,2014,82,20,172,Benzin,,1.165,Manue,2
"Citroën C3 Picasso 1,6 HDi 92 Seduction Exclusive",69900,139000,2013,92,24,174,Diese,1.200,1.385,Manue,5
"Citroën C3 1,6 BlueHDi 75 Fee",89500,88000,2017,75,31,174,Diese,600,1.065,Manue,5
"Citroën C1 1,0 e-VTi 68 Feel Airscape",59800,79000,2014,68,26,157,Benzin,,876,Manue,5
Citroën C5 16V Prestige,7500,216000,2004,138,12,208,Benzin,1.500,1.350,Manue,5
"Citroën C8 2,2 HDi Prestige",49900,219000,2005,130,14,182,Diese,1.375,1.700,Manue,5
"Citroën Grand C4 Picasso 1,6 HDi 110 Seduction 7prs",39000,241000,2011,110,14,,Diese,,1.690,Manue,5
"Citroën C5 2,0 Elegance",14900,316000,2004,143,,,Benzin,,,Manue,
"Citroën C3 1,6",14800,215000,2003,,,,Benzin,,,,
Citroën C3,139900,6000,2020,83,26,166,Benzin,450,955,Manue,5
"Citroën Grand C4 Picasso 1,6 BlueHDi 120 Seduction",144900,161000,2015,120,25,188,Diese,1.500,1.625,Manue,5
"Citroën Xsara 1,6 Weekend",10000,269000,2000,88,,,Benzin,,,Manue,
"Citroën C3 Picasso 1,6 HDi 90 Seduction",64900,173000,2014,90,25,174,Diese,1.200,1.401,Manue,5
Citroën C1 Seduction Cli,36900,110000,2013,68,23,157,Benzin,,805,Manue,5
"Citroën C1 1,0",60000,29300,2015,69,,,Benzin,,,,
"Citroën C3 Picasso 1,6 HDI Attraction",79900,139089,2015,90,24,174,Diese,,1.779,Manue,4
"Citroën C3 1,2 1.2 PureTech 83 5D",138900,2313,2020,83,26,169,Benzin,,1.540,Manue,4
"Citroën C3 1,5 1.5 BlueHDi 100 5D",185900,2000,2020,100,34,188,Diese,,1.645,Manue,4
"Citroën Grand C4 SpaceTourer ,0 Blue HDi Exclusive EAT8 start/stop  8g Au",349800,16000,2020,160,23,210,Diese,,2.290,Automatis,4
Citroën C5 Aircross,348000,0,2020,130,27,188,Diese,1.450,1.379,Manue,5
"Citroën C1 1,0",19999,164000,2006,68,,,Benzin,,,Manue,
"Citroën C1 1,0 VTi Feel Airscape start/stop  5d",69900,71000,2014,68,26,160,Benzin,,1.240,Manue,4
Citroën C3,135000,6000,2020,82,26,173,Benzin,450,1.097,Manue,5
Citroën C1 Seduction,31900,192000,2013,68,23,157,Benzin,,805,Manue,5
"Citroën C4 1,6 BlueHdi 100 fee",129800,98000,2017,98,,,Diese,,,Manue,
"Citroën C4 Picasso 1,6 e-HDi 115 Intensive",89900,174000,2013,115,25,189,Diese,1.600,1.555,Manue,5
"Citroën C4 1,6 BlueHDi 100 Extravaganza",134900,71000,2018,100,30,180,Diese,1.550,1.440,Manue,5
"Citroën C3 1,4 HDi Seduction",28900,208000,2012,70,26,163,Diese,700,1.190,Manue,5
"Citroën C4 1,6 e-HDi 112 Seduction",69900,138000,2013,112,23,190,Diese,1.300,1.440,Manue,5
"Citroën Xsara 1,6 brea",5000,241165,2005,,,,Benzin,,,Manue,
"Citroën Grand C4 Picasso 1,6 Iconic",205000,46000,2018,120,,,Diese,,,Manue,
"Citroën C4 1,6 HDi 90 Seduction",89900,101000,2015,90,24,180,Diese,1.100,1.388,Manue,5
"Citroën C1 1,0",26500,114000,2006,68,,,Benzin,,,Manue,
"Citroën C5 2,0 Toure",39500,270000,2008,135,,,Diese,,,Automatis,
"Citroën C1 1,1",12500,133000,2004,60,,,Benzin,,,Manue,
"Citroën C3 Picasso 1,6 HDi 90 FAP",36000,205000,2011,92,22,,Diese,,1.779,Manue,
"Citroën C5 Aircross 2,0 Blue HDi Sportline EAT8 start/stop  5d 8g Au",369800,22000,2020,180,23,211,Diese,,2.110,Automatis,4
"Citroën Grand C4 Picasso 1,6 HDi 110",24800,267000,2007,110,17,180,Diese,880,1.505,Manue,5
Citroën C1 Seduction Cli,38900,61000,2013,68,23,157,Benzin,,805,Manue,5
"Citroën C5 Aircross 1,5 Blue HDi Sportline start/stop  5d 6",348800,1000,2020,130,27,188,Diese,,2.000,Manue,4
"Citroën C5 2,0 HDi 163 Seduction Tourer au",99800,169000,2012,163,16,208,Diese,1.000,1.796,Automatis,5
"Citroën C4 1,6 HDi 110 SX",39900,157000,2009,110,21,192,Diese,1.300,1.275,Manue,5
"Citroën C4 1,6 BlueHDi 100 Feel+",114900,74000,2017,100,30,180,Diese,1.550,1.440,Manue,5
"Citroën C4 Picasso 1,6 THP Intensive EAT6 start/stop  6g Au",169900,92726,2015,165,18,210,Benzin,,1.930,Automatis,4
"Citroën C3 1,4 1,4 HDI",19800,159990,2007,68,,,Diese,,,Manue,
"Citroën C4 1,6 e-HDi 115 Seduction",64900,173000,2014,112,26,190,Diese,1.550,1.440,Manue,5
Citroën Jumper 33,379900,68000,2016,130,,,Diese,2.000,3.300,Manue,
"Citroën Berlingo 1,6 1,6 4-dørs m. bagklap",125000,89000,2016,98,,,Diese,,,Manue,
"Citroën DS4 1,6 HDi 112 Style",89800,112000,2012,112,21,190,Diese,1.300,1.428,Manue,5
"Citroën C4 Picasso 1,6 HDi 90 Attraction",109900,105000,2013,90,24,173,Diese,1.400,1.555,Manue,5
"Citroën C4 1,2 PT 110 Feel Upgrade",105000,67000,2016,109,,,Benzin,,,Manue,
"Citroën C3 1,4 HDi Attraction",39900,152000,2012,70,26,163,Diese,700,1.190,Manue,5
"Citroën DS3 1,2 VTi 82 Style Cabrio",94900,81000,2013,82,20,172,Benzin,,1.165,Manue,2
"Citroën C1 1,0 VTi 72 SportLine Airscape",94900,28000,2019,72,20,160,Benzin,,966,Manue,5
"Citroën Berlingo I 16V 1,6",24000,195000,2006,108,,,Benzin,,,Manue,
"Citroën C5 Aircross 1,5 BlueHDi 130 Cool EAT8",299900,26000,2020,130,27,188,Diese,1.450,1.405,Automatis,5
"Citroën Xsara 2,0 I STATIONCAR 2,0",12000,225000,2005,135,,,Benzin,,,Manue,
"Citroën Berlingo 1,6 I 16V",12000,256800,2003,,,,Benzin,,,Manue,
Citroën C1 Cli,32500,134000,2011,68,22,157,Benzin,,775,Manue,5
"Citroën C3 1,6 16V Prestige Sensodrive",21500,230000,2004,110,16,192,Benzin,1.175,1.033,Automatis,5
"Citroën Saxo 1,1i LX 5d 1,1",5500,271000,1998,60,,,Benzin,,,Manue,
"Citroën C5 Aircross BlueHDi 130 hk SUV EAT8 1,5",344900,14000,2019,129,,,Diese,,,,
"Citroën C4 1,6 HDi 92 Seduction",59900,198000,2012,92,24,180,Diese,1.350,1.180,Manue,5
"Citroën C5 Aircross 1,5 Blue HDi Sportline EAT8 start/stop  5d 8g Au",349900,12948,2019,130,27,189,Diese,,2.020,Automatis,4
"Citroën C5 Aircross 1,5 Blue HDi Cool EAT8 start/stop  5d 8g Au",299900,22000,2020,130,27,189,Diese,,2.020,Automatis,4
"Citroën C4 4-dørs m. bagklap 1,6",45000,203500,2013,92,,,Diese,,,Manue,
"Citroën C1 1 4-dørs m. bagklap 1,0",35900,89000,2012,68,,,Benzin,,,,
"Citroën C5 Aircross 1,6 PureTech Sportline EAT8 start/stop  5d 8g Au",322990,20000,2020,180,19,216,Benzin,,1.990,Automatis,4
"Citroën C3 1,6 e-HDi 90 Seduction",49900,175000,2012,90,28,182,Diese,900,1.246,Manue,5
"Citroën Grand C4 Picasso 2,0 BlueHDi 150 Intensive",174900,135000,2015,150,26,210,Diese,1.700,1.705,Manue,5
"Citroën C1 I 1,0",36400,120000,2012,68,,,Benzin,,,,
"Citroën C1 1,2 PT 82 Iconic",71900,52000,2018,82,23,170,Benzin,,865,Manue,5
"Citroën Grand C4 SpaceTourer 2,0 BlueHDi 160 Intensive+ EAT8",319990,29000,2019,160,23,210,Diese,1.600,1.712,Automatis,5
"Citroën C3 HDI 1,4",17000,151000,2007,68,,,Diese,,,Manue,
"Citroën C1 I 1,0",28999,85300,2010,68,,,Benzin,,,Manue,
"Citroën C1 4-dørs m. bagklap 1,2",65000,38201,2016,81,,,Benzin,,,,
"Citroën C4 Picasso 1,2 PT 130 Iconic",199900,12000,2018,130,20,201,Benzin,1.470,1.505,Manue,5
"Citroën C3 4-dørs m. bagklap 1,6",74999,86000,2015,98,,,Diese,,,Manue,
"Citroën DS5 HDI 163 AUT. SPORT 2,0",125000,240000,2012,163,,,Diese,,,Automatis,
"Citroën C3 Picasso HDi 110 Comfort 1,6",59800,189000,2010,110,20,183,Diese,950,1.308,Manue,5
"Citroën C1 HDI AUT. 1,6",19995,313000,2007,108,,,Diese,,,Automatis,
Citroën C5 Aircross 1.5 BlueHDi 130 S&S EAT8 SportLine 1.5 BlueHDi 130 hk SUV EAT8,339800,25000,2019,131,27,189,Diese,,2.020,Automatis,4
"Citroën C5 2,0 HDI Comfort  6",99900,67098,2010,138,17,,Diese,,2.155,Manue,
"Citroën Xsara Picasso 1,6 I",,275000,2001,,,,Benzin,,,Manue,
"Citroën C4 Cactus 1,2 PureTech Origins  5d 6",179900,10860,2019,110,24,196,Benzin,,1.575,Manue,4
"Citroën Xsara 1,4 I 5-DØRS 1,2",17999,160000,2001,,,,Benzin,,,Manue,
"Citroën C5 Weekend 2,0",,282000,2005,143,,,Benzin,,,Automatis,
"Citroën C1 1,4 HDI 1,4",12500,294933,2002,,,,Diese,,,Manue,
"Citroën C3 Picasso MPV 1,4",85500,122000,2014,94,,,Benzin,,,,
"Citroën Berlingo HDI 1,6",25000,178000,2007,89,,,Diese,,,Manue,
"Citroën C4 Picasso 1,6 THP 155 Intensive",144900,96000,2014,155,17,209,Benzin,1.620,1.535,Manue,5
Citroën C1 Seduction Cli,31900,225000,2013,68,23,157,Benzin,,805,Manue,5
"Citroën C4 Cactus 1,5 Blue HDi Origins  5d 6",176900,14000,2019,100,30,190,Diese,,1.630,Manue,4
"Citroën DS5 1,6 4-dørs m. bagklap",119900,142500,2015,120,,,Diese,,,Manue,
"Citroën C4 Cactus 4-DØRS MED BAGKLAP 5 Man 1,6",129500,115000,2015,98,,,Diese,,,Manue,
"Citroën C4 HDI AUT. 1,6",40000,192000,2006,150,,,Diese,,,Automatis,
Citroën C5 16V Advance,11900,287000,2001,138,12,208,Benzin,1.500,1.350,Manue,5
"Citroën Grand C4 Picasso HDI AUT. 1,6",18000,308000,2007,109,,,Diese,,,Automatis,
"Citroën C1 Prestige 1,0",,216000,2006,,,,Benzin,,,,
"Citroën C1 1,4 I 1,4",,264837,2004,73,,,Benzin,,,Manue,
"Citroën C3 HDi 92 Attraction 1,6",45000,136000,2010,92,26,180,Diese,500,1.055,Manue,5
"Citroën C1 I 1,0",18000,203000,2006,68,,,Benzin,,,Manue,
"Citroën C5 HDI 110 TOURER 1,6",58500,205000,2009,107,,,Diese,,,Manue,
"Citroën Grand C4 Picasso MPV 6 Aut. 2,0",129500,290000,2014,147,,,Diese,,,,
"Citroën DS3 2-dørs med bagklap 5 Man 1,2",109500,71000,2013,80,,,Benzin,,,Manue,
"Citroën C3 1,4",23000,185000,2008,,,,Diese,,,Manue,
"Citroën C3 1,0 VTi Seduction  5d",59800,83500,2015,68,23,163,Benzin,,1.500,Manue,4
"Citroën Grand C4 Picasso HDi 110 7prs 1,6",23800,412000,2007,110,17,180,Diese,880,1.505,Manue,5
"Citroën Grand C4 Picasso HDi 110 7prs 1,6",59999,149000,2008,110,18,180,Diese,880,1.505,Manue,5
"Citroën C3 HDi Seduction 1,4",49800,126000,2011,70,26,163,Diese,700,1.190,Manue,5
"Citroën C3 Picasso HDi 110 Seduction 1,6",39999,199000,2010,110,20,183,Diese,950,1.308,Manue,5
"Citroën C1 1,4 HDI 1,4",8800,284000,2006,,,,Diese,,,Manue,
Citroën C1 HDI,12800,261000,2008,67,,,Diese,,,Manue,
"Citroën DS23 2,3 Pallas",119900,143000,1974,128,,,Benzin,,,Manue,4
"Citroën Jumpy 1,6 Kassevogn",34900,135000,2012,88,,,Diese,,,Manue,
"Citroën C3 HDi 70 Attraction 1,4",60000,167000,2014,70,26,163,Diese,700,1.190,Manue,5
"Citroën Grand C4 Picasso 1,6 HDI Seduction  6",79900,161898,2011,112,18,,Diese,,2.250,Manue,
"Citroën C3 Picasso HDi 110 Comfort 1,6",46800,197000,2010,110,20,183,Diese,950,1.308,Manue,5
"Citroën C4 1,6 1,6 I  16V",15000,221000,2005,110,,,Benzin,,,Manue,
"Citroën BX 1,6 Image",49500,185000,1992,90,,,Benzin,,950,Manue,5
"Citroën Jumpy 2,0 HDi 120 Combi L1H1",99900,235000,2009,120,,,Diese,,,Manue,5
"Citroën C3 HDI 1,4",25000,175500,2007,67,,,Diese,,,Manue,
"Citroën C5 1,6 HDi 110 Dynamique Airdrea",69900,120000,2009,110,19,191,Diese,1.000,1.611,Manue,4
"Citroën C5 2,0 2,0I 16V WEEKEND AUT",10000,200000,2001,,,,Benzin,,,Automatis,
"Citroën C4 Cactus 1,2 PureTech  82 HK 4-DØRS MED BAGKLAP 5 Man",138500,25000,2017,82,,,Benzin,,,Manue,
"Citroën C4 1,6 EHDI 110",79000,155000,2012,109,,,Diese,,,Manue,
"Citroën C5 Aircross 1,2 PureTech Sportline start/stop  5d 6",289900,7144,2019,130,21,188,Benzin,,1.940,Manue,4
"Citroën C3 1,4 1,4 I",25000,198000,2005,75,,,Benzin,,,Manue,
"Citroën C1 ,0 I",41000,62000,2009,67,,,Benzin,,,,
Citroën C1 Seduction Cli,44900,82000,2013,68,23,157,Benzin,,805,Manue,5
"Citroën C1 1,0 VTi VTR  5d",84900,18000,2019,72,29,160,Benzin,,1.240,Manue,4
"Citroën C5 2,0 Tourer  HDI Seduction  Stc 6",99900,96123,2012,140,18,,Diese,,2.276,Manue,
"Citroën C4 Picasso 1,6",139000,118000,2013,,,,Diese,,,Automatis,
"Citroën C4 Aircross 1,8 HDi 150 Seduction",105000,185000,2012,150,18,200,Diese,1.400,1.505,Manue,5
"Citroën C3 1,4 HDI 70",56000,119000,2011,,,,Diese,,,Manue,
"Citroën Jumpy 2,0 HDi 136 Atlante Lang 8prs",179800,213000,2011,136,13,170,Diese,1.975,1.925,Manue,5
"Citroën C1 1,2 4-dørs m. bagklap",75000,55000,2016,,,,Benzin,,,Manue,
"Citroën C1 1,2 4-dørs m. bagklap",72000,42000,2016,,,,Benzin,,,Manue,
"Citroën Grand C4 Picasso 1,6 HDI AUT",87500,145000,2009,,,,Diese,,,Automatis,
"Citroën C4 Cactus 1,2 4-DØRS MED BAGKLAP 5 Man",122000,15245,2015,,,,Benzin,,,Manue,
"Citroën C5 1,6 1,6 HDI 16V WEEKEND",22000,257000,2005,,,,Diese,,,,
"Citroën C3 1,4 Attraction, Benzin 75 HK",59995,45000,2010,75,,,Benzin,,,Manue,
"Citroën C5 2,0 HDi 138 Dynamique Toure",59900,317000,2009,138,16,200,Diese,1.500,1.630,Manue,5
"Citroën C5 1,8 I 16V",10000,332000,2002,117,,,Benzin,,,Manue,
"Citroën Grand C4 Picasso 2,0 HDi 163 Exclusive au",79900,269000,2011,163,15,190,Diese,1.200,1.803,Automatis,5
"Citroën C1 1,0 Seduction Clim  5d",29900,165000,2012,68,22,,Benzin,,1.190,Manue,
"Citroën C1 1,0 Seduction Clim  5d",44900,123000,2000,68,23,157,Benzin,,1.190,Manue,4
"Citroën C5 2,0 HDi Prestige",34500,133000,2003,109,18,192,Diese,1.500,1.350,Manue,5
