model,price,Kilometer,Årgang,Hestekræfter,Km/l,Tophastighed,Brændstoftype,Max. påhæng,Vægt,Gearkasse,Antal døre
"Mercedes C220 d 2,0 AMG Line stc. au",494900,7000,2020,194,24,233,Diese,1.800,1.545,Automatis,5
"Mercedes C300 d 2,0 AMG Line stc. au",579900,9000,2020,245,22,250,Diese,1.800,1.685,Automatis,5
"Mercedes CLA250 2,0 AMG Line au",524900,8000,2020,224,18,250,Benzin,1.600,1.390,Automatis,4
"Mercedes C220 d 2,0 AMG Line stc. au",474900,21000,2019,194,24,233,Diese,1.800,1.545,Automatis,5
"Mercedes C220 d 2,2 AMG Line au",314900,88000,2018,170,22,233,Diese,1.800,1.470,Automatis,4
"Mercedes A160 2,0 CDI  5d",22900,289000,2005,82,20,,Diese,,1.750,Manue,
"Mercedes B180 d 1,5 au",309900,47000,2019,116,26,200,Diese,1.400,1.385,Automatis,5
"Mercedes A180 d 1,5",169900,139000,2016,109,27,190,Diese,1.200,1.295,Manue,5
"Mercedes CLA220 2,2 CDi AMG Line Shooting Brake au",364900,72000,2015,177,23,228,Diese,1.500,1.555,Automatis,5
"Mercedes E200 2,0 Advantage AMG stc. au",564900,15000,2020,197,16,231,Benzin,2.100,1.725,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",369900,5000,2020,150,26,220,Diese,1.600,1.290,Automatis,5
"Mercedes E220 d 2,0 Avantgarde au",524900,13000,2020,194,24,240,Diese,2.100,1.680,Automatis,4
"Mercedes E200 2,2 BlueTEC Elegance stc. au",179800,317000,2015,136,21,203,Diese,2.100,1.745,Automatis,5
"Mercedes GLE450 3,0 AMG Line aut. 4Matic",1149900,20000,2020,367,13,250,Benzin,2.700,2.020,Automatis,5
"Mercedes GLC300 2,0 AMG Line aut. 4Matic",699900,14000,2020,258,15,240,Benzin,2.400,1.805,Automatis,5
"Mercedes A180 d 1,5 AMG Line au",314900,18000,2018,116,26,202,Diese,1.400,1.445,Automatis,5
"Mercedes GLC250 d 2,2 aut. 4Matic",549900,64000,2018,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes GLC220 d 2,0 aut. 4Matic",664900,17000,2020,194,21,215,Diese,2.500,1.835,Automatis,5
"Mercedes B200 1,3 AMG Line au",374900,19000,2020,163,20,223,Benzin,1.600,1.310,Automatis,5
"Mercedes A180 d 1,5 Urban",169500,152000,2016,109,26,190,Diese,1.200,1.295,,5
"Mercedes C300 d 2,0 AMG Line stc. au",534900,10000,2020,245,22,250,Diese,1.800,1.685,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,659900,9000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes E220 2,2 CDi Elegance stc. au",34900,468000,2004,150,14,207,Diese,2.100,1.700,Automatis,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4-M",579500,63000,2016,204,18,222,Diese,2.500,1.845,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",499900,5000,2020,194,25,233,Diese,1.800,1.545,Automatis,5
"Mercedes A220 2,0 AMG Line aut. 4Matic",419900,15000,2020,190,17,235,Benzin,1.800,1.405,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",369900,14000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes E230 2,3 au",60000,215000,1995,150,10,212,Benzin,1.900,1.375,Automatis,4
"Mercedes GLB200 d 2,0 Progressive Line au",499900,11000,2020,150,22,204,Diese,1.800,1.680,Automatis,5
"Mercedes GLB200 d 2,0 Progressive Line au",494900,19000,2020,150,22,204,Diese,1.800,1.680,Automatis,5
"Mercedes GLB200 d 2,0 Progressive Line au",499900,13000,2020,150,22,204,Diese,1.800,1.680,Automatis,5
"Mercedes GLB200 d 2,0 Progressive Line au",499900,13000,2020,150,22,204,Diese,1.800,1.680,Automatis,5
"Mercedes Viano 3,0 CDi Trend aut. lan",249800,239000,2012,224,12,201,Diese,2.000,2.155,Automatis,4
Mercedes GLC350 e,679900,52000,2018,320,25,235,Benzin,2.000,2.040,Automatis,5
"Mercedes B200 d 2,2 Business au",299900,45000,2018,136,24,210,Diese,1.500,1.505,Automatis,5
"Mercedes CLA200 1,3 AMG Line Shooting Brake au",474900,21000,2020,163,20,226,Benzin,1.600,1.445,Automatis,5
"Mercedes E300 d 2,0 Avantgarde stc. au",529900,26000,2019,245,21,250,Diese,2.100,1.810,Automatis,5
"Mercedes C220 2,2 BlueTEC Avantgarde",219900,158000,2015,170,25,234,Diese,1.800,1.550,Manue,4
"Mercedes C220 d 2,2 AMG Line stc. au",360000,96000,2017,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes B200 1,6 au",259900,45000,2015,156,18,220,Benzin,1.400,1.425,Automatis,5
"Mercedes B180 d 1,5 Urban au",254900,42000,2017,109,24,190,Diese,1.200,1.450,Automatis,5
"Mercedes B180 1,8 CDi BE",99999,183000,2011,109,23,190,Diese,1.200,1.475,Manue,5
"Mercedes C200 2,0 AMG Line Coupé au",449900,103000,2016,184,18,235,Benzin,1.800,1.525,Automatis,2
"Mercedes C200 1,5 Avantgarde stc. au",394800,32000,2019,184,17,235,Benzin,1.800,1.465,Automatis,5
Mercedes GLE63,1499900,40000,2017,585,8,250,Benzin,3.500,2.250,Automatis,5
"Mercedes B200 2,0 CDi Avantgarde au",49900,376000,2006,140,17,195,Diese,1.500,1.370,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",509900,13000,2019,194,24,233,Diese,1.800,1.545,Automatis,5
"Mercedes E250 2,0 Avantgarde au",349900,113000,2014,211,17,243,Benzin,1.900,1.580,Automatis,4
"Mercedes B180 1,3 AMG Line au",354900,17000,2019,136,20,212,Benzin,1.400,1.305,Automatis,5
"Mercedes B200 d 2,0 AMG Line au",374900,25000,2020,150,25,219,Diese,1.600,1.435,Automatis,5
"Mercedes CLA220 2,2 CDi SB au",269000,177000,2015,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes C180 1,8 Komp",129800,122000,2008,156,14,230,Benzin,1.800,1.365,,4
"Mercedes CLA200 1,3 AMG Line Shooting Brake au",469900,9000,2020,163,20,226,Benzin,1.600,1.445,Automatis,5
"Mercedes GLC350 d 3,0 aut. 4-M",529900,134000,2017,258,17,238,Diese,2.500,1.890,Automatis,5
"Mercedes C350 3,0 CDi stc. aut. BE",149700,349000,2013,265,17,250,Diese,1.800,1.660,Automatis,5
"Mercedes A170 1,7 Classic",32900,275000,2006,116,15,188,Benzin,1.300,1.140,Manue,5
"Mercedes C220 d 2,2 Avantgarde stc. au",319900,92000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLC43 3,0 AMG aut. 4-M",819900,60000,2017,367,12,250,Benzin,2.460,1.845,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",484900,21000,2020,194,24,233,Diese,1.800,1.545,Automatis,5
"Mercedes CLA220 d 2,2 AMG Line Shooting Brake au",362000,86000,2016,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes S500 4,7 AMG Line aut. 4-M lan",1149500,42000,2016,455,10,250,Benzin,2.100,1.970,Automatis,4
"Mercedes C300 de 2,0 Avantgarde stc. au",484900,14000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
Mercedes AMG GT 63 S,2399900,40000,2019,639,9,315,Benzin,2.100,1.920,Automatis,4
"Mercedes C200 1,5 AMG Line stc. au",434900,19000,2019,184,18,235,Benzin,1.800,1.465,Automatis,5
"Mercedes C220 d 2,0 AMG Line au",479900,8000,2020,194,26,240,Diese,1.800,1.485,Automatis,4
"Mercedes 230 SL 2,3 Pagode Cabriole",,,1966,150,,,Benzin,,,Manue,2
"Mercedes GLA220 d 2,2 aut. 4Matic",334900,77000,2017,177,20,218,Diese,1.800,1.595,Automatis,5
Mercedes GLE63,1399900,59000,2017,557,8,250,Benzin,3.500,2.350,Automatis,5
"Mercedes C220 2,2 CDi Coupé BE",159800,194000,2011,170,23,232,Diese,1.800,1.615,Manue,2
"Mercedes 230 E 2,3 au",37800,215000,1992,136,10,205,Benzin,1.860,1.360,Automatis,4
"Mercedes CLA220 2,0 AMG Line aut. 4Matic",459900,5000,2020,190,18,237,Benzin,1.800,1.454,Automatis,4
"Mercedes GLC350 d 3,0 aut. 4Matic",609900,22000,2019,258,16,238,Diese,2.500,1.890,Automatis,5
"Mercedes C220 2,2 CDi Avantgarde",127900,110000,2008,170,17,229,Diese,1.800,1.485,Manue,4
"Mercedes AMG GT S 4,0 Roadster au",2724900,7000,2020,522,10,308,Benzin,,1.700,Automatis,2
Mercedes EQC400 Edition 1886 aut. 4Matic,667020,17000,2019,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes GLE450 3,0 AMG Line aut. 4Matic",1174900,15000,2020,367,13,250,Benzin,2.700,2.020,Automatis,5
"Mercedes B180 d 1,5 Business",179900,108000,2016,109,24,190,Diese,1.200,1.395,Manue,5
"Mercedes C200 1,5 AMG Line stc. au",484900,8000,2020,184,18,235,Benzin,1.800,1.465,Automatis,5
"Mercedes C250 d 2,2 AMG Line Coupé au",439500,109000,2017,204,23,247,Diese,1.800,1.645,Automatis,2
"Mercedes 220 E 2,0",52000,490000,2002,140,,,Diese,,,Automatis,
"Mercedes A200 1,3 AMG Line au",369900,8000,2020,163,20,225,Benzin,1.600,1.375,Automatis,5
Mercedes EQC400,579900,4000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes E220 d 2,0 AMG Line au",589900,10000,2020,194,23,240,Diese,2.100,1.680,Automatis,4
"Mercedes C63 AMG 6,3 stc. au",,103000,2011,457,,250,Benzin,1.800,1.710,,5
"Mercedes GLA250 2,0 au",379800,32000,2018,211,17,235,Benzin,1.500,1.460,Automatis,5
Mercedes GLC43,829900,63000,2017,367,12,250,Benzin,2.460,1.855,Automatis,5
"Mercedes GLC220 d 2,2 aut. 4Matic",324900,282000,2016,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes C320 3,0 CDi Avantgarde au",115000,309000,2009,224,14,250,Diese,1.800,1.600,Automatis,4
"Mercedes E350 3,0 CDi Avantgarde aut. BE",139900,386000,2009,231,14,250,Diese,2.100,1.725,Automatis,4
"Mercedes C250 2,2 BlueTEC Exclusive stc. au",379900,51000,2015,204,22,241,Diese,1.800,1.560,Automatis,5
"Mercedes CLS350 3,0 CDi Shooting Brake aut. BE",429900,122000,2013,265,16,250,Diese,2.100,1.910,Automatis,5
"Mercedes E280 3,0 CDi Avantgarde stc. au",37500,430000,2007,190,14,230,Diese,2.100,1.775,Automatis,5
Mercedes A200,209900,89000,2013,136,23,210,Diese,1.400,1.375,Automatis,5
"Mercedes C220 d 2,2 AMG Line au",319500,101000,2017,170,22,233,Diese,1.800,1.470,Automatis,4
"Mercedes C180 1,8 Coupé BE",175000,158000,2012,156,15,225,Benzin,1.800,1.500,Manue,2
"Mercedes C220 d 2,0 Avantgarde stc. au",414900,39000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes B180 d 1,5 au",324880,33000,2019,116,28,200,Diese,1.400,1.385,Automatis,5
"Mercedes C180 1,8 Elegance au",25000,187000,1995,122,11,190,Benzin,,1.265,Automatis,4
"Mercedes C220 d 2,2 Business au",284900,59000,2018,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes C250 2,2 CDi Avantgarde BE",94900,295000,2009,204,18,240,Diese,1.800,1.515,Manue,4
"Mercedes C220 d 2,2 AMG Line stc. aut. 4Matic",389800,123000,2017,170,20,225,Diese,1.800,1.695,Automatis,5
"Mercedes E200 2,0 AMG Line Cabriolet au",819900,6000,2020,197,17,234,Benzin,1.800,1.830,Automatis,2
"Mercedes E220 2,2 CDi Avantgarde aut. BE",207500,171000,2012,170,20,227,Diese,1.900,1.635,Automatis,4
"Mercedes C43 3,0 AMG Cabriolet aut. 4Matic",1099900,25000,2020,390,12,250,Benzin,1.800,1.785,Automatis,2
"Mercedes C200 2,2 CDi Classic stc. au",103000,212000,2009,136,,,Diese,,,Automatis,5
"Mercedes A180 1,5 CDi Urban",149500,167000,2014,109,25,190,Diese,1.200,1.295,,5
"Mercedes E350 3,0",150000,404000,2009,228,,,Diese,,,Automatis,
"Mercedes C220 2,2 CDi Avantgarde stc. BE",199900,232000,2012,170,22,219,Diese,1.800,1.555,Manue,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4-M",539500,121000,2017,204,18,222,Diese,2.500,1.845,Automatis,5
"Mercedes V250 d 2,2 Avantgarde aut. lang 4Matic",869969,27000,2018,190,13,199,Diese,2.500,2.518,Automatis,
"Mercedes C280 2,8",17800,257000,1994,193,10,230,Benzin,1.575,1.500,Manue,4
"Mercedes B180 2,0 CDi",39900,234000,2009,109,19,183,Diese,1.500,1.335,Manue,5
"Mercedes E350 d 3,0 Avantgarde au",399900,114000,2017,258,20,250,Diese,2.100,1.800,Automatis,4
"Mercedes GLC350 d 3,0 aut. 4Matic",599900,101000,2017,258,17,238,Diese,2.500,1.890,Automatis,5
Mercedes E220 d,350000,15000,2015,,,,,,,,
"Mercedes GLC220 d 2,2 AMG Line aut. 4Matic",499900,56000,2016,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes C250 2,2 BlueTEC stc. au",279900,93000,2015,204,22,241,Diese,1.800,1.560,Automatis,5
"Mercedes E250 1,8 Cabriolet aut. BE",349900,152000,2012,204,14,240,Benzin,1.800,1.595,Automatis,2
"Mercedes GLC43 3,0 AMG aut. 4-M",863500,27000,2018,367,12,250,Benzin,2.460,1.845,Automatis,5
"Mercedes 500 SL 5,0 Cabriolet au",239900,188000,1991,,8,,Benzin,,,Automatis,2
"Mercedes GLC 2,0 Mercedes AMG63 Line - GLC 300 Coupe 4MATIC 9G-TRONIC/245HK",599900,68000,2017,245,,,Benzin,,,Automatis,
"Mercedes 280 E 2,8 w114",129000,92000,1973,185,,,Benzin,,,Manue,
"Mercedes E220 2,2 BlueTEC Edition E stc. au",349800,142000,2016,170,20,222,Diese,2.000,1.745,Automatis,5
"Mercedes B220 2,1",220000,109000,2014,170,,,Diese,,,Automatis,
"Mercedes GLC250 d 2,2 AMG Line aut. 4-M",509500,147000,2016,204,18,222,Diese,2.500,1.845,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde AMG stc. au",309900,130000,2014,170,18,216,Diese,2.100,1.845,Automatis,5
"Mercedes C350 e 2,0 AMG Line stc. au",449900,84000,2018,279,27,246,Benzin,1.600,1.765,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",349900,129000,2017,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes E350 3,0 BlueTEC Avantgarde aut. 4Matic",359900,136000,2013,252,17,245,Diese,2.100,1.855,Automatis,4
"Mercedes ML350 3,0 BlueTEC aut. 4Matic",347500,221000,2012,258,14,224,Diese,3.500,2.175,Automatis,5
"Mercedes Vito 119 2,2 BlueTEC Tourer PRO aut. XL",379900,387000,2016,190,17,,Diese,2.000,2.080,Automatis,
"Mercedes E350 3,0 CDi Avantgarde aut. BE",234400,181000,2012,265,17,250,Diese,2.100,1.735,Automatis,4
"Mercedes C63 4,0 AMG stc. au",889500,76000,2017,476,12,250,Benzin,,1.785,Automatis,5
"Mercedes E220 d 2,0 AMG Line stc. aut. 4Matic",459700,142000,2017,194,19,233,Diese,2.100,1.740,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",399900,47000,2018,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes E350 2,0 AMG Line au",625000,19000,2019,299,16,250,Benzin,2.100,1.735,Automatis,4
"Mercedes E220 d 2,0 Avantgarde au",454900,84000,2019,194,24,240,Diese,2.100,1.680,Automatis,4
"Mercedes C200 1,5 AMG Line Cabriolet au",689900,12000,2020,184,17,235,Benzin,1.600,1.545,Automatis,2
"Mercedes CLS320 3,0",159000,222000,2006,222,,,Diese,,,Automatis,
"Mercedes E350 2,0 AMG Line Cabriolet au",929900,11000,2020,299,16,250,Benzin,1.800,1.820,Automatis,2
"Mercedes GLC300 2,0 Mercedes GLC 300 Coupe 4MATIC 9G-TRO AMG63 Line/245HK",599900,68000,2017,245,,,Benzin,,,Automatis,
"Mercedes GLC300 2,0 Mercedes GLC 300 Coupe 4MATIC 9G-TRO AMG63 Line/245HK",599900,68000,2017,245,,,Benzin,,,Automatis,
"Mercedes GLK350 3,0 CDi aut. 4Matic",229900,192000,2010,224,13,220,Diese,2.000,1.780,Automatis,5
"Mercedes B180 d 1,5 Business",174900,141000,2016,109,24,190,Diese,1.200,1.395,Manue,5
"Mercedes S350 d 3,0 au",959900,88000,2017,258,19,250,Diese,2.100,1.955,Automatis,4
"Mercedes E220 d 2,0 Avantgarde au",379900,129000,2016,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes CLA200 1,6 Urban Shooting Brake",269900,49000,2017,156,17,225,Benzin,1.400,1.430,Manue,5
"Mercedes E350 2,0 AMG Line Cabriolet au",924900,10000,2020,299,14,250,Benzin,1.800,1.820,Automatis,2
"Mercedes C200 1,5 AMG Line Cabriolet au",689900,21000,2020,184,17,235,Benzin,1.600,1.545,Automatis,2
"Mercedes C200 1,5 AMG Line Cabriolet au",689900,12000,2020,184,17,235,Benzin,1.600,1.545,Automatis,2
"Mercedes E220 2,2 BlueTEC au",369700,107000,2015,170,22,227,Diese,2.000,1.660,Automatis,4
"Mercedes C220 2,2 BlueTEC Luxury 7G-Tronic aut. 4d",359000,133000,2014,177,,,Diese,,,Automatis,
Mercedes EQC400 Edition 1886 aut. 4Matic,629900,17000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",469900,52000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes C200 1,5 AMG Line Cabriolet au",699900,6000,2020,184,17,235,Benzin,1.600,1.545,Automatis,2
"Mercedes AMG GT S 4,0 au",1479900,26000,2015,510,11,310,Benzin,,1.645,Automatis,2
"Mercedes C200 1,5 AMG Line Cabriolet au",744900,13000,2020,184,17,235,Benzin,1.600,1.545,Automatis,2
"Mercedes B180 2,0 CDi",55800,189000,2007,109,18,183,Diese,1.500,1.300,Manue,5
"Mercedes E200 2,2 Edition E 7G-Tronic au",209990,325000,2016,136,,,Diese,,,Automatis,
"Mercedes E500 5,5",280000,187000,2010,388,,,Benzin,,,Automatis,
"Mercedes C220 d 2,2 BlueTEC Avantgarde aut. 7G-Tronic Plus",384500,103000,2014,177,,,Diese,,,Automatis,
"Mercedes C220 d 2,0 Avantgarde au",389800,45000,2019,194,24,240,Diese,1.800,1.485,Automatis,4
"Mercedes CLS320 3,0 CDi au",229900,216000,2008,224,13,246,Diese,,1.715,Automatis,4
"Mercedes C220 d 2,2 Sedan",79000,569000,2008,170,,,Diese,,,Automatis,
"Mercedes B180 d 1,5 au",224800,47000,2016,109,25,190,Diese,1.200,1.450,Automatis,5
"Mercedes C200 d 2,2 Business stc. au",259900,147000,2016,136,23,212,Diese,1.600,1.480,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde stc. aut. BE",239800,223000,2013,170,18,216,Diese,2.100,1.745,Automatis,5
"Mercedes C250 2,0 au",384800,49000,2015,211,19,250,Benzin,1.800,1.380,Automatis,4
"Mercedes 300 SL 3,0 Gullwin",9200000,36000,1955,243,11,,Benzin,,,Manue,2
"Mercedes E320 3,2 Elegance au",69900,264000,1996,220,10,235,Benzin,1.900,1.500,Automatis,4
"Mercedes C250 2,2 BlueTEC Edition 1 stc. au",410000,125000,2015,204,23,241,Diese,1.800,1.560,Automatis,5
"Mercedes E350 3,0 CDi Coupé aut. BE",199900,189000,2010,231,15,250,Diese,1.800,1.630,Automatis,2
"Mercedes C320 3,0 CDi Avantgarde stc. au",119500,275000,2008,224,13,244,Diese,1.800,1.650,Automatis,5
"Mercedes E200 2,2 CDi stc. aut. BE",89500,519000,2010,136,16,203,Diese,2.100,1.745,,5
"Mercedes CLS350 3,0 BlueTEC au",455000,97000,2015,258,18,250,Diese,,1.745,Automatis,4
"Mercedes C350 3,0 CDi Avantgarde aut. BE",199900,205121,2010,231,15,250,Diese,1.800,1.600,Automatis,4
"Mercedes CL500 5,5 V8 au",325000,155000,2007,388,8,250,Benzin,,1.995,Automatis,2
"Mercedes C200 d 1,6 Business stc",219900,154000,2016,136,23,214,Diese,1.600,1.545,Manue,5
"Mercedes A220 d 2,0 au",354880,33000,2019,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes E400 3,0 AMG Line aut. 4Matic",749900,32000,2018,333,13,250,Benzin,2.100,1.820,Automatis,4
"Mercedes E220 d 2,0 Business stc. au",389900,115000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes Sprinter 316 2,7 CDI-35 156HK 5d",575000,128000,2008,156,9,160,Diese,,,Automatis,5
"Mercedes GLA250 4-Matic 7G-DCT 211HK 5d 7g Aut.
                C",369900,66000,2017,,15,,Benzin,,,,
"Mercedes ML350 3,0 d 3,0 Bluetec 4-Matic 258HK 5d 7g Au",499900,160000,2014,258,14,,Diese,,,,5
"Mercedes Vito 112 2,2 CDI 122HK Au",69900,432000,1999,122,,,Diese,1.900,,Automatis,4
"Mercedes E200 1,8 CGI BlueEfficiency 184HK Au",199900,129000,2010,184,13,,Benzin,,,,4
"Mercedes C320 3,0 CDi Avantgarde au",169999,155000,2009,224,14,250,Diese,1.800,1.600,Automatis,4
"Mercedes CLS350 3,0 CDi SB aut. BE",439900,158000,2013,265,16,250,Diese,2.100,1.910,Automatis,5
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",269900,159000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C63 4,0 AMG S au",889900,69000,2016,510,12,250,Benzin,,1.800,Automatis,4
"Mercedes C250 2,2 C250",90000,267000,2011,204,,,Diese,,,Automatis,
"Mercedes 220 E 2,0",49500,490000,2002,140,,,Diese,,,Automatis,
"Mercedes GLC250 d 2,2 Exclusive aut. 4-M",478000,55000,2016,204,18,222,Diese,2.500,1.845,Automatis,5
"Mercedes S350 d 3,0 au",829500,110000,2016,258,18,250,Diese,2.100,1.955,Automatis,4
"Mercedes E220 d 2,0 AMG Line au",419900,93000,2017,194,23,240,Diese,2.100,1.680,Automatis,4
"Mercedes C63 4,0 AMG S Coupé au",1329999,24000,2016,510,12,250,Benzin,,1.800,Automatis,2
"Mercedes C180 1,8 Komp. Classic",39900,292000,2004,143,13,223,Benzin,1.500,1.385,Manue,4
"Mercedes G55 5,4 AMG Komp. au",689900,121000,2010,507,6,210,Benzin,3.500,2.450,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde BE",87500,399000,2012,170,20,228,Diese,1.900,1.635,Manue,4
Mercedes C220 d,299900,93000,2015,170,22,229,Diese,1.800,1.515,Automatis,5
"Mercedes C200 d 2,2 Business stc. au",269895,78000,2017,136,23,212,Diese,1.600,1.580,Automatis,5
"Mercedes GLK220 2,2 BlueTEC aut. 4Matic",360000,97000,2015,170,16,205,Diese,2.400,1.825,Automatis,5
"Mercedes A180 d 1,5 Business au",234900,100000,2017,109,26,190,Diese,1.200,1.325,Automatis,5
"Mercedes E200 2,1 Bluetec T 7G-Tronic Plus",99800,490000,2010,136,,,Diese,,,Automatis,
"Mercedes C220 d 2,2 AMG Line stc. au",349800,128000,2017,170,20,231,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,2 stc. au",287500,43000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E220 2,2 CDi Classic stc. au",45000,474000,2008,170,14,218,Diese,2.100,1.704,Automatis,5
"Mercedes E300 2,0 Avantgarde au",449900,30000,2018,245,16,250,Benzin,2.100,1.655,Automatis,4
"Mercedes A45 2,0 AMG aut. 4Matic",449700,69000,2013,360,14,250,Benzin,1.400,1.555,Automatis,5
"Mercedes GLC220 d 2,2 aut. 4Matic",424800,151000,2016,170,20,210,Diese,2.500,1.845,Automatis,5
Mercedes C220 d,374000,93000,2015,170,,,Diese,,,Automatis,
"Mercedes 300 3,0 Mercedes 300D aut. 4d",75000,870000,1982,,,,Diese,,,Automatis,
"Mercedes 450 SEL 6,9 au",299900,81000,1977,286,,,Benzin,,,Automatis,4
"Mercedes C220 d 2,2 AMG Line au",339800,59000,2017,170,22,233,Diese,1.800,1.470,Automatis,4
"Mercedes C220 d 2,2 AMG Line stc. au",359800,110000,2017,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes B180 d 1,5 CDI 7G-DCT  Au",179900,147000,2016,109,24,190,Diese,,1.985,Automatis,5
"Mercedes B200 1,3 Progressive au",349900,21000,2019,163,20,223,Benzin,1.600,1.310,Automatis,5
"Mercedes C320 3,0 CDi Avantgarde au",149400,188000,2008,224,14,250,Diese,1.800,1.600,Automatis,4
"Mercedes CLS350 3,0 CDi Shooting Brake aut. 4Matic BE",399900,92000,2013,265,15,250,Diese,2.100,1.970,Automatis,5
"Mercedes C220 d 2,2 stc. au",319800,76000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes ML350 3,0 BlueTEC AMG Line aut. 4Matic",389900,178000,2013,258,14,224,Diese,3.500,2.175,Automatis,5
"Mercedes C250 d 2,2 Exclusive au",315000,89000,2016,204,23,247,Diese,1.800,1.595,Automatis,4
"Mercedes C200 2,2 CDi BE",129800,232000,2013,136,21,218,Diese,1.800,1.465,Manue,4
"Mercedes C220 d 2,2 stc. au",229700,160000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 stc. aut. 4Matic",249700,181000,2017,170,21,225,Diese,1.800,1.695,Automatis,5
"Mercedes E220 d 2,0 stc. au",345000,180000,2018,194,25,235,Diese,2.100,1.680,Automatis,5
"Mercedes C200 1,5 stc. au",384900,24000,2019,184,17,235,Benzin,1.800,1.465,Automatis,5
"Mercedes C200 2,2 CDi Avantgarde stc. BE",99900,209000,2012,136,21,209,Diese,1.800,1.515,Manue,5
"Mercedes E220 d 2,0 AMG Line stc. au",449700,135000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",339900,83000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",329900,93000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde stc. au",279800,110000,2013,170,18,216,Diese,2.100,1.845,Automatis,5
"Mercedes B200 2,0 CDi",120000,190000,2011,140,19,200,Diese,400,1.335,Manue,5
"Mercedes B180 2,0 CDi",84800,193000,2010,109,19,183,Diese,1.500,1.335,Manue,5
"Mercedes B180 d 1,5 Urban au",229900,69000,2017,109,24,190,Diese,1.200,1.450,Automatis,5
"Mercedes CLA220 d 2,2 AMG Line Shooting Brake au",319800,122000,2016,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes C200 d 1,6 Sedan",239900,126000,2016,136,,,Diese,,,Automatis,
Mercedes C200,269900,91000,2015,136,23,212,Diese,1.600,1.580,Automatis,5
"Mercedes B200 1,6 au",289900,21000,2017,156,18,220,Benzin,1.400,1.425,Automatis,5
"Mercedes C220 2,2 BlueTEC Avantgarde stc",259900,137000,2016,170,24,230,Diese,1.800,1.495,Manue,5
"Mercedes E63 5,5 AMG au",739500,169000,2014,557,10,250,Benzin,,1.745,Automatis,4
Mercedes C200,382990,22000,2019,184,17,235,Benzin,1.800,1.465,Automatis,5
"Mercedes E220 2,2 BlueTEC Avantgarde AMG Line",339000,136000,2015,170,23,227,Diese,2.000,1.660,Automatis,4
"Mercedes CLC180 1,8 Komp",99900,125000,2008,143,13,223,Benzin,,1.375,Manue,3
"Mercedes A200 1,3 Progressive Line au",314880,15000,2018,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",529800,121000,2017,204,20,222,Diese,2.500,1.845,Automatis,5
